8.39548	0.240619	-3.24703	-0.0934148	8.6	0.25	-3.00029	0	0.212346
8.4279	0.243238	-3.12101	0.192618	8.45	0.25	-3.00027	0	0.696155
8.46838	0.239741	-2.43612	0.0994991	8.45	0.25	0	0	3.3331
8.40007	0.246421	-2.09208	0.104515	8.45	0.25	0	0	1.25463
8.32374	0.251086	-1.87789	0.089256	8.35	0.25	-1.81979	0	1.32936
8.22585	0.25577	-1.87415	0.0831033	8.25	0.25	-1.81978	0	0.0614698
7.99259	0.192685	-2.65494	-1.07935	8.05	0.2	-3.99976	-0.99994	168.957
7.85858	0.133475	-2.54072	-1.33229	7.85	0.15	-3.99972	-0.99993	0.232106
7.67685	0.154694	-2.89009	-0.589128	7.7	0.15	-2.99982	0	17.4478
7.53406	0.123991	-2.87004	-0.669038	7.55	0.15	-2.99982	0	0.275301
7.44377	0.0905927	-2.46586	-0.735184	7.45	0.100001	-1.8165	-0.908239	55.8376
7.31389	0.0472923	-2.43109	-0.830446	7.35	0.0500011	-1.81648	-0.90823	0.231671
7.15808	0.00455893	-2.5469	-0.897211	7.2	9.49949e-07	-2.72851	-0.909507	10.1149
7.02382	-0.0473012	-2.50934	-0.985196	7.05	-0.0499992	-2.72849	-0.909499	0.224288
6.92844	-0.137161	-2.19025	-1.19652	6.95	-0.15	-1.81898	-1.81898	50.2329
6.81494	-0.206366	-2.12786	-1.29727	6.85	-0.25	-1.81896	-1.81897	0.853009
6.69796	-0.324569	-2.08902	-1.63328	6.75	-0.349999	-2.00076	-2.00075	39.5862
6.60169	-0.409434	-1.99993	-1.7356	6.65	-0.449999	-2.00076	-2.00075	0.990044
6.55727	-0.534863	-1.65912	-1.91829	6.6	-0.549999	-0.998836	-1.99769	85.6214
6.48692	-0.633877	-1.53411	-2.01052	6.55	-0.65	-0.99884	-1.99769	1.30822
6.41914	-0.811764	-1.29847	-2.37266	6.5	-0.85	-0.908747	-3.63498	125.389
6.36556	-0.946926	-1.10719	-2.46579	6.45	-1.05	-0.908739	-3.63494	4.32176
6.2393	-1.11475	-1.16239	-2.76069	6.35	-1.15	-1.81897	-1.81898	68.5744
6.18867	-1.26942	-0.958388	-2.83374	6.25	-1.25	-1.81896	-1.81896	1.07925
6.28933	-1.45101	-0.308567	-2.88037	6.3	-1.45	0.909739	-3.63894	256.177
6.28893	-1.61218	-0.0564368	-2.89932	6.35	-1.65	0.909727	-3.63891	1.70365
6.19539	-1.76167	-0.12118	-2.96919	6.3	-1.8	-0.999494	-2.9985	123.108
6.20068	-1.91217	0.0885812	-2.97438	6.25	-1.95	-0.999489	-2.99847	0.804542
6.24547	-2.08195	0.405219	-3.06224	6.3	-2.1	0.999984	-2.99994	24.1807
6.27871	-2.2363	0.631322	-3.0275	6.35	-2.25	0.999979	-2.99994	1.04299
6.2575	-2.37274	0.63998	-2.81841	6.35	-2.4	0	-2.72613	73.9899
6.30403	-2.52848	0.850427	-2.76773	6.35	-2.55	0	-2.72611	0.591074
6.34952	-2.68095	1.02105	-2.70588	6.4	-2.7	0.909499	-2.72851	2.34949
6.41351	-2.82864	1.21572	-2.62748	6.45	-2.85	0.909503	-2.72851	0.126158
6.40345	-2.95356	1.13214	-2.51899	6.45	-3	0	-2.99754	79.561
6.46426	-3.07887	1.28005	-2.45171	6.45	-3.15	0	-2.99754	1.1408
6.48596	-3.256	1.31948	-2.61524	6.5	-3.3	0.910402	-2.7312	82.5823
6.56325	-3.39849	1.47035	-2.53778	6.55	-3.45	0.910402	-2.7312	0.785605
6.63018	-3.56495	1.59618	-2.61465	6.65	-3.6	1.81722	-2.72583	21.4605
6.72735	-3.70936	1.74595	-2.52734	6.75	-3.75	1.81721	-2.72581	0.700317
6.76427	-3.85445	1.6457	-2.45816	6.8	-3.9	0.907988	-2.72396	58.0149
6.86129	-3.99001	1.76842	-2.37995	6.85	-4.05	0.907976	-2.72393	0.978957
6.88505	-4.14333	1.62556	-2.39599	6.9	-4.2	0.909334	-2.72801	92.8776
6.97725	-4.27439	1.72158	-2.33195	6.95	-4.35	0.90933	-2.72799	1.26068
6.98274	-4.40365	1.4545	-2.20328	7	-4.45	0.910054	-1.8201	135.386
